filename,width,height,class,xmin,ymin,xmax,ymax
ship02017041301023047,256,256,ship,70,176,115,213
ship02017041301024014,256,256,ship,141,13,186,35
ship02017041301024015,256,256,ship,13,13,58,38
ship02017041301024043,256,256,ship,129,131,183,169
ship02017041301024044,256,256,ship,3,132,55,169
ship02017041301024046,256,256,ship,198,48,243,82
ship02017041301024047,256,256,ship,70,48,116,83
ship02017041301025022,256,256,ship,118,188,177,220
ship02017041301025023,256,256,ship,1,190,49,222
ship02017041301025043,256,256,ship,130,5,180,41
ship02017041301025044,256,256,ship,3,6,55,39
ship02017041301026019,256,256,ship,163,194,212,225
ship02017041301026020,256,256,ship,35,195,84,224
ship02017041301026022,256,256,ship,118,61,177,93
ship02017041301026023,256,256,ship,1,62,50,92
ship02017041301026045,256,256,ship,201,237,241,256
ship02017041301026046,256,256,ship,72,238,113,256
ship02017041301027019,256,256,ship,163,68,213,96
ship02017041301027020,256,256,ship,36,67,84,99
ship02017041301027039,256,256,ship,192,120,240,152
ship02017041301027040,256,256,ship,63,119,114,150
ship02017041301027042,256,256,ship,133,116,183,159
ship02017041301027043,256,256,ship,4,116,55,159
ship02017041301027045,256,256,ship,194,110,243,145
ship02017041301027046,256,256,ship,66,108,117,146
ship0201704130102802,256,256,ship,181,180,225,199
ship0201704130102803,256,256,ship,53,180,97,199
ship02017041301028038,256,256,ship,176,188,234,229
ship02017041301028039,256,256,ship,48,187,106,229
ship02017041301028039,256,256,ship,192,1,241,23
ship02017041301028040,256,256,ship,65,1,111,24
ship02017041301028042,256,256,ship,134,1,176,32
ship02017041301028043,256,256,ship,5,1,47,31
ship02017041301028045,256,256,ship,195,1,225,15
ship02017041301028046,256,256,ship,67,1,97,13
ship02017041301029010,256,256,ship,197,119,248,143
ship02017041301029011,256,256,ship,71,121,122,142
ship0201704130102902,256,256,ship,183,53,225,73
ship0201704130102903,256,256,ship,55,53,96,73
ship02017041301029038,256,256,ship,177,60,234,102
ship02017041301029039,256,256,ship,48,60,106,104
ship02017041301029045,256,256,ship,153,199,198,235
ship02017041301029046,256,256,ship,25,200,72,236
ship02017041301030010,256,256,ship,199,1,250,16
ship02017041301030011,256,256,ship,72,1,124,15
ship02017041301030039,256,256,ship,231,235,256,256
ship02017041301030040,256,256,ship,104,230,151,256
ship02017041301030041,256,256,ship,1,233,25,253
ship02017041301030045,256,256,ship,153,72,199,108
ship02017041301030046,256,256,ship,25,72,70,108
ship0201704130103006,256,256,ship,220,125,256,158
ship0201704130103007,256,256,ship,91,126,140,159
ship0201704130103034,256,256,ship,147,238,207,256
ship0201704130103035,256,256,ship,20,241,80,256
ship02017041301031010,256,256,ship,76,202,127,239
ship02017041301031014,256,256,ship,166,181,222,214
ship02017041301031015,256,256,ship,38,182,95,211
ship02017041301031039,256,256,ship,232,108,256,137
ship02017041301031040,256,256,ship,104,103,154,135
ship02017041301031041,256,256,ship,1,104,26,127
ship0201704130103106,256,256,ship,218,3,256,30
ship0201704130103107,256,256,ship,91,2,140,30
ship0201704130103109,256,256,ship,203,200,254,240
ship02017041301032010,256,256,ship,76,75,127,113
ship02017041301032014,256,256,ship,168,54,222,84
ship02017041301032015,256,256,ship,39,53,90,83
ship02017041301032034,256,256,ship,126,139,148,193
ship02017041301032035,256,256,ship,1,141,21,194
ship0201704130103209,256,256,ship,204,73,256,113
ship02017041301033016,256,256,ship,218,178,256,209
ship02017041301033017,256,256,ship,90,177,137,208
ship02017041301033030,256,256,ship,192,185,213,256
ship02017041301033031,256,256,ship,63,186,83,256
ship02017041301033034,256,256,ship,127,13,148,66
ship02017041301033035,256,256,ship,1,12,19,65
ship02017041301034016,256,256,ship,219,48,256,80
ship02017041301034017,256,256,ship,90,52,137,81
ship02017041301034030,256,256,ship,192,58,211,138
ship02017041301034031,256,256,ship,64,60,82,143
ship02017041301035032,256,256,ship,222,157,256,189
ship02017041301035033,256,256,ship,93,159,137,188
ship02017041301035035,256,256,ship,190,140,235,179
ship02017041301035036,256,256,ship,62,140,108,182
ship02017041301036032,256,256,ship,221,33,256,59
ship02017041301036033,256,256,ship,92,31,138,62
ship02017041301036035,256,256,ship,190,12,236,52
ship02017041301036036,256,256,ship,63,12,106,55
ship02017041301036042,256,256,ship,154,216,202,251
ship02017041301036043,256,256,ship,25,216,77,250
ship02017041301037032,256,256,ship,151,239,201,256
ship02017041301037033,256,256,ship,25,237,73,256
ship02017041301037035,256,256,ship,187,227,239,254
ship02017041301037036,256,256,ship,60,228,112,256
ship02017041301037042,256,256,ship,153,87,203,122
ship02017041301037043,256,256,ship,25,87,77,123
ship02017041301038028,256,256,ship,187,228,227,256
ship02017041301038029,256,256,ship,59,228,98,256
ship02017041301038032,256,256,ship,152,110,200,147
ship02017041301038033,256,256,ship,23,110,73,147
ship02017041301038035,256,256,ship,187,100,239,128
ship02017041301038036,256,256,ship,59,99,112,127
ship02017041301039028,256,256,ship,187,101,225,128
ship02017041301039029,256,256,ship,60,101,96,129
ship02017041301040025,256,256,ship,236,230,256,256
ship02017041301040026,256,256,ship,108,226,160,256
ship02017041301040027,256,256,ship,1,230,31,253
ship02017041301040033,256,256,ship,192,184,238,222
ship02017041301040034,256,256,ship,64,183,111,226
ship02017041301040037,256,256,ship,213,214,256,248
ship02017041301040038,256,256,ship,85,214,131,249
ship0201704130104034,256,256,ship,147,110,211,148
ship0201704130104035,256,256,ship,20,107,82,148
ship02017041301041026,256,256,ship,108,101,159,131
ship02017041301041027,256,256,ship,1,103,31,124
ship02017041301041029,256,256,ship,141,151,184,182
ship02017041301041030,256,256,ship,13,150,55,180
ship02017041301041031,256,256,ship,175,185,215,211
ship02017041301041032,256,256,ship,46,184,87,210
ship02017041301041033,256,256,ship,193,55,238,96
ship02017041301041034,256,256,ship,65,55,111,100
ship02017041301041037,256,256,ship,216,87,256,122
ship02017041301041038,256,256,ship,87,85,131,122
ship02017041301042029,256,256,ship,142,23,182,58
ship02017041301042030,256,256,ship,13,23,53,57
ship02017041301042031,256,256,ship,175,55,215,82
ship02017041301042032,256,256,ship,47,55,87,81
ship0201704130105034,256,256,ship,147,1,210,17
ship0201704130105035,256,256,ship,19,1,80,17
ship0201704130109037,256,256,ship,116,196,145,228
ship0201704130109038,256,256,ship,1,197,17,226
ship02017041302017011,256,256,ship,108,196,149,237
ship02017041302018010,256,256,ship,185,161,207,180
ship02017041302018010,256,256,ship,203,99,245,147
ship02017041302018011,256,256,ship,57,162,79,180
ship02017041302018011,256,256,ship,115,74,147,108
ship02017041302018011,256,256,ship,72,98,117,146
ship02017041302019010,256,256,ship,187,35,206,52
ship02017041302019011,256,256,ship,58,34,79,51
ship0201704130201905,256,256,ship,225,181,246,207
ship0201704130201906,256,256,ship,95,182,119,208
ship0201704130201906,256,256,ship,128,151,149,177
ship0201704130202005,256,256,ship,224,54,248,80
ship0201704130202006,256,256,ship,95,53,121,79
ship0201704130202404,256,256,ship,159,187,176,221
ship0201704130202405,256,256,ship,31,186,47,221
ship0201704130202504,256,256,ship,160,57,175,94
ship0201704130202505,256,256,ship,30,58,48,93
ship0201704130202603,256,256,ship,216,196,230,212
ship0201704130202604,256,256,ship,88,196,104,212
ship0201704130202701,256,256,ship,10,16,31,44
ship0201704130202703,256,256,ship,216,66,232,84
ship0201704130202704,256,256,ship,87,67,105,84
ship0201704130202803,256,256,ship,159,131,194,164
ship0201704130202903,256,256,ship,158,3,194,37
ship0201704130202904,256,256,ship,31,4,65,38
ship0201704130203105,256,256,ship,218,188,227,219
ship0201704130203106,256,256,ship,91,189,101,220
ship0201704130203204,256,256,ship,156,61,167,109
ship0201704130203205,256,256,ship,29,62,39,108
ship0201704130203205,256,256,ship,221,60,228,91
ship0201704130203206,256,256,ship,181,175,216,205
ship0201704130203206,256,256,ship,91,60,100,90
ship0201704130203207,256,256,ship,54,176,89,204
ship0201704130203306,256,256,ship,182,46,216,76
ship0201704130203307,256,256,ship,55,46,89,76
ship0201704130207011,256,256,ship,179,196,186,231
ship0201704130207012,256,256,ship,49,197,60,230
ship0201704130208011,256,256,ship,178,68,187,103
ship0201704130208012,256,256,ship,50,68,59,102
ship02017050701010052,256,256,ship,208,203,234,240
ship02017050701010053,256,256,ship,81,202,106,240
ship0201705070101028,256,256,ship,190,23,232,62
ship0201705070101029,256,256,ship,64,25,104,63
ship02017050701011052,256,256,ship,209,74,234,112
ship02017050701011053,256,256,ship,81,74,107,112
ship02017050701016011,256,256,ship,218,116,256,156
ship02017050701016012,256,256,ship,92,117,134,157
ship02017050701017011,256,256,ship,227,1,256,26
ship02017050701017012,256,256,ship,102,1,136,27
ship02017050701017026,256,256,ship,127,147,171,184
ship02017050701017027,256,256,ship,1,146,42,184
ship02017050701017032,256,256,ship,158,169,193,196
ship02017050701017033,256,256,ship,31,169,64,197
ship02017050701017043,256,256,ship,174,210,200,253
ship02017050701017044,256,256,ship,46,211,71,253
ship02017050701018019,256,256,ship,119,136,166,176
ship02017050701018020,256,256,ship,1,141,39,177
ship02017050701018026,256,256,ship,126,19,170,55
ship02017050701018027,256,256,ship,1,19,43,56
ship02017050701018032,256,256,ship,159,41,193,71
ship02017050701018033,256,256,ship,30,40,66,71
ship02017050701018043,256,256,ship,174,83,206,141
ship02017050701018044,256,256,ship,46,83,78,141
ship02017050701019019,256,256,ship,119,9,166,49
ship02017050701019020,256,256,ship,1,16,39,49
ship02017050701020029,256,256,ship,216,112,248,143
ship02017050701020030,256,256,ship,90,110,120,145
ship02017050701020054,256,256,ship,113,241,138,256
ship02017050701021014,256,256,ship,154,155,201,193
ship02017050701021015,256,256,ship,25,155,73,194
ship02017050701021054,256,256,ship,114,112,148,137
ship02017050701021055,256,256,ship,1,118,21,136
ship02017050701022014,256,256,ship,155,28,202,65
ship02017050701022015,256,256,ship,26,30,73,66
ship02017050701024010,256,256,ship,101,153,153,198
ship02017050701024011,256,256,ship,1,170,27,200
ship02017050701024017,256,256,ship,122,131,156,154
ship02017050701024018,256,256,ship,1,131,29,153
ship02017050701024048,256,256,ship,203,117,231,147
ship02017050701024049,256,256,ship,75,117,102,146
ship02017050701025010,256,256,ship,101,29,152,69
ship02017050701025011,256,256,ship,1,42,24,69
ship02017050701025017,256,256,ship,122,2,159,25
ship02017050701025018,256,256,ship,1,6,31,26
ship02017050701025048,256,256,ship,211,1,231,19
ship02017050701025049,256,256,ship,83,1,103,20
ship02017050701026022,256,256,ship,172,193,207,218
ship02017050701026023,256,256,ship,45,193,78,218
ship02017050701027022,256,256,ship,173,65,207,91
ship02017050701027023,256,256,ship,44,64,80,91
ship02017050701027026,256,256,ship,141,113,172,144
ship02017050701027027,256,256,ship,12,111,45,144
ship02017050701027053,256,256,ship,216,179,235,204
ship02017050701027054,256,256,ship,88,181,106,206
ship02017050701028015,256,256,ship,195,200,232,225
ship02017050701028016,256,256,ship,66,200,105,223
ship02017050701028026,256,256,ship,151,1,174,17
ship02017050701028027,256,256,ship,24,1,45,15
ship02017050701028028,256,256,ship,136,212,169,244
ship02017050701028029,256,256,ship,8,213,43,243
ship02017050701028045,256,256,ship,220,202,255,232
ship02017050701028046,256,256,ship,94,203,128,232
ship02017050701028053,256,256,ship,220,57,234,77
ship02017050701028054,256,256,ship,92,58,107,78
ship02017050701029015,256,256,ship,194,72,232,98
ship02017050701029016,256,256,ship,66,70,105,98
ship02017050701029028,256,256,ship,135,85,170,117
ship02017050701029029,256,256,ship,7,85,42,116
ship02017050701029045,256,256,ship,221,75,256,106
ship02017050701029046,256,256,ship,92,74,129,105
ship02017050701030017,256,256,ship,140,180,168,198
ship02017050701030018,256,256,ship,11,181,41,200
ship02017050701030026,256,256,ship,132,148,168,176
ship02017050701030027,256,256,ship,5,148,39,176
ship02017050701031014,256,256,ship,158,170,200,195
ship02017050701031015,256,256,ship,31,169,72,195
ship02017050701031017,256,256,ship,139,52,169,73
ship02017050701031018,256,256,ship,11,52,42,73
ship02017050701031026,256,256,ship,133,20,168,48
ship02017050701031027,256,256,ship,4,21,40,48
ship02017050701032014,256,256,ship,161,41,200,68
ship02017050701032015,256,256,ship,31,40,71,69
ship02017050701032024,256,256,ship,174,215,212,246
ship02017050701032025,256,256,ship,48,217,83,248
ship02017050701033024,256,256,ship,177,87,211,120
ship02017050701033025,256,256,ship,48,88,83,119
ship02017050701036042,256,256,ship,141,139,176,159
ship02017050701036043,256,256,ship,12,141,49,159
ship02017050701037032,256,256,ship,236,139,256,165
ship02017050701037033,256,256,ship,109,136,143,164
ship02017050701037040,256,256,ship,166,160,208,182
ship02017050701037041,256,256,ship,35,160,80,181
ship02017050701037043,256,256,ship,11,11,47,31
ship02017050701038032,256,256,ship,235,16,256,36
ship02017050701038033,256,256,ship,110,7,140,35
ship02017050701038038,256,256,ship,171,237,207,254
ship02017050701038039,256,256,ship,42,238,81,256
ship02017050701038040,256,256,ship,164,31,209,54
ship02017050701038041,256,256,ship,38,34,81,54
ship02017050701039036,256,256,ship,193,148,218,164
ship02017050701039037,256,256,ship,65,150,91,164
ship02017050701039038,256,256,ship,169,110,207,128
ship02017050701039039,256,256,ship,40,110,79,128
ship02017050701039042,256,256,ship,115,223,153,243
ship02017050701039043,256,256,ship,1,223,26,242
ship02017050701040036,256,256,ship,192,22,219,37
ship02017050701040037,256,256,ship,65,21,90,36
ship02017050701040042,256,256,ship,116,95,153,114
ship02017050701040043,256,256,ship,1,96,24,115
ship02017050701040046,256,256,ship,143,126,167,138
ship02017050701040047,256,256,ship,16,127,39,139
ship0201705070104030,256,256,ship,110,151,139,184
ship0201705070104057,256,256,ship,243,188,255,256
ship0201705070104058,256,256,ship,116,211,139,256
ship02017050701041025,256,256,ship,114,214,142,248
ship02017050701041037,256,256,ship,186,226,220,252
ship02017050701041038,256,256,ship,58,227,92,252
ship02017050701041046,256,256,ship,143,1,169,11
ship02017050701041047,256,256,ship,16,1,38,13
ship02017050701042025,256,256,ship,114,86,141,121
ship02017050701042027,256,256,ship,58,230,86,256
ship02017050701042037,256,256,ship,186,98,220,124
ship02017050701042038,256,256,ship,57,100,92,123
ship02017050701042043,256,256,ship,230,213,256,236
ship02017050701042044,256,256,ship,100,214,142,239
ship02017050701043026,256,256,ship,171,102,214,147
ship02017050701043027,256,256,ship,41,104,83,147
ship02017050701043034,256,256,ship,231,200,256,228
ship02017050701043035,256,256,ship,104,200,137,231
ship02017050701043040,256,256,ship,112,178,159,206
ship02017050701043041,256,256,ship,1,187,35,208
ship02017050701043044,256,256,ship,101,85,142,110
ship02017050701044031,256,256,ship,135,231,163,256
ship02017050701044032,256,256,ship,6,232,33,256
ship02017050701044034,256,256,ship,229,71,256,102
ship02017050701044035,256,256,ship,104,72,137,103
ship02017050701044040,256,256,ship,114,50,160,82
ship02017050701044041,256,256,ship,1,57,33,81
ship02017050701045031,256,256,ship,135,103,168,137
ship02017050701045032,256,256,ship,6,104,40,137
ship02017050701046023,256,256,ship,20,126,45,168
ship02017050701047019,256,256,ship,202,161,235,195
ship02017050701047020,256,256,ship,74,162,106,194
ship02017050701047022,256,256,ship,150,2,174,40
ship02017050701047023,256,256,ship,21,2,44,41
ship02017050701048019,256,256,ship,202,32,234,68
ship02017050701048020,256,256,ship,73,32,106,67
ship0201705070105029,256,256,ship,238,23,256,46
ship0201705070105030,256,256,ship,109,21,139,56
ship0201705070105058,256,256,ship,114,82,139,143
ship02017050701052012,256,256,ship,209,220,226,256
ship02017050701052013,256,256,ship,80,218,98,256
ship02017050701053012,256,256,ship,209,93,226,138
ship02017050701053012,256,256,ship,178,230,204,256
ship02017050701053013,256,256,ship,83,95,95,137
ship02017050701053013,256,256,ship,50,229,77,256
ship02017050701054010,256,256,ship,209,136,244,163
ship02017050701054011,256,256,ship,81,136,116,165
ship02017050701054012,256,256,ship,177,102,205,132
ship02017050701054013,256,256,ship,50,102,76,132
ship0201705070105405,256,256,ship,180,214,216,227
ship0201705070105406,256,256,ship,53,216,89,226
ship0201705070105407,256,256,ship,131,152,168,164
ship0201705070105408,256,256,ship,2,152,41,161
ship0201705070105408,256,256,ship,140,194,171,208
ship0201705070105409,256,256,ship,13,195,44,208
ship02017050701055010,256,256,ship,210,8,245,37
ship02017050701055010,256,256,ship,61,115,95,147
ship02017050701055011,256,256,ship,82,8,116,36
ship0201705070105505,256,256,ship,179,89,217,97
ship0201705070105505,256,256,ship,144,208,179,238
ship0201705070105506,256,256,ship,52,88,89,98
ship0201705070105506,256,256,ship,15,210,49,238
ship0201705070105506,256,256,ship,186,198,210,229
ship0201705070105507,256,256,ship,131,26,168,35
ship0201705070105507,256,256,ship,164,146,188,166
ship0201705070105507,256,256,ship,57,200,83,229
ship0201705070105509,256,256,ship,13,67,44,80
ship0201705070105509,256,256,ship,189,115,221,147
ship0201705070105602,256,256,ship,173,160,199,183
ship0201705070105603,256,256,ship,46,162,71,184
ship0201705070105605,256,256,ship,145,81,177,110
ship0201705070105607,256,256,ship,166,18,188,38
ship0201705070105607,256,256,ship,57,71,81,101
ship0201705070105608,256,256,ship,37,20,57,37
ship0201705070105702,256,256,ship,175,32,199,55
ship0201705070105703,256,256,ship,45,34,72,56
ship0201705070105803,256,256,ship,97,131,110,155
ship0201705070105901,256,256,ship,18,149,55,164
ship0201705070106040,256,256,ship,197,202,226,235
ship0201705070106041,256,256,ship,68,202,98,233
ship0201705070106057,256,256,ship,240,1,250,31
ship0201705070106058,256,256,ship,113,1,121,30
ship0201705070107040,256,256,ship,198,75,225,105
ship0201705070107041,256,256,ship,69,76,97,105
ship02017050702010010,256,256,ship,155,137,165,163
ship02017050702010011,256,256,ship,27,137,35,163
ship0201705070201016,256,256,ship,225,87,247,101
ship0201705070201017,256,256,ship,99,87,119,100
ship0201705070201017,256,256,ship,136,47,176,66
ship02017050702011010,256,256,ship,154,9,165,38
ship02017050702011011,256,256,ship,27,10,35,35
ship0201705070201204,256,256,ship,111,220,131,253
ship0201705070201303,256,256,ship,239,98,256,123
ship0201705070201303,256,256,ship,214,133,238,168
ship0201705070201304,256,256,ship,140,168,166,209
ship0201705070201304,256,256,ship,131,124,152,159
ship0201705070201304,256,256,ship,111,93,129,124
ship0201705070201304,256,256,ship,85,130,113,167
ship0201705070201305,256,256,ship,12,167,39,209
ship0201705070201305,256,256,ship,5,125,24,159
ship0201705070201402,256,256,ship,108,100,154,127
ship0201705070201402,256,256,ship,105,124,137,143
ship0201705070201403,256,256,ship,52,158,89,178
ship0201705070201403,256,256,ship,153,131,208,168
ship0201705070201403,256,256,ship,212,1,238,40
ship0201705070201404,256,256,ship,26,131,76,167
ship0201705070201404,256,256,ship,142,39,168,81
ship0201705070201404,256,256,ship,130,1,152,31
ship0201705070201404,256,256,ship,87,2,112,41
ship0201705070201404,256,256,ship,116,200,133,224
ship0201705070201405,256,256,ship,13,41,36,80
ship0201705070201405,256,256,ship,4,1,22,30
ship0201705070201408,256,256,ship,217,180,241,200
ship0201705070201409,256,256,ship,90,180,113,199
ship0201705070201503,256,256,ship,155,5,203,38
ship0201705070201504,256,256,ship,25,2,79,40
ship0201705070201504,256,256,ship,115,69,136,99
ship0201705070201508,256,256,ship,216,54,242,71
ship0201705070201509,256,256,ship,89,54,115,71
ship0201705070201603,256,256,ship,191,173,234,204
ship0201705070201604,256,256,ship,64,175,110,203
ship0201705070201703,256,256,ship,189,44,232,78
ship0201705070201704,256,256,ship,62,45,106,76
ship0201705070201705,256,256,ship,218,125,255,140
ship0201705070201706,256,256,ship,90,124,125,139
ship0201705070201706,256,256,ship,75,24,92,44
ship02017050702021010,256,256,ship,32,120,42,160
ship02017050702021011,256,256,ship,185,225,221,256
ship02017050702021012,256,256,ship,59,226,91,253
ship0201705070202109,256,256,ship,161,119,169,160
ship02017050702022011,256,256,ship,187,95,220,125
ship02017050702022012,256,256,ship,59,93,95,127
ship0201705070206016,256,256,ship,119,171,132,214
ship0201705070207015,256,256,ship,210,151,247,195
ship0201705070207016,256,256,ship,82,150,124,196
ship0201705070207016,256,256,ship,111,121,150,157
ship0201705070207016,256,256,ship,120,41,132,85
ship0201705070208011,256,256,ship,177,199,197,221
ship0201705070208012,256,256,ship,49,198,69,221
ship0201705070208015,256,256,ship,209,22,249,68
ship0201705070208016,256,256,ship,80,22,121,67
ship0201705070208016,256,256,ship,118,1,153,33
ship0201705070209011,256,256,ship,176,71,198,92
ship0201705070209012,256,256,ship,49,71,69,93
ship0201705190101041,256,256,ship,221,237,256,256
ship0201705190101042,256,256,ship,93,232,165,256
ship0201705190101043,256,256,ship,1,232,39,255
ship02017051901012024,256,256,ship,133,151,167,183
ship02017051901012025,256,256,ship,7,150,40,183
ship02017051901013012,256,256,ship,235,200,256,223
ship02017051901013013,256,256,ship,108,191,153,224
ship02017051901013014,256,256,ship,1,191,24,217
ship02017051901013024,256,256,ship,137,23,167,54
ship02017051901013025,256,256,ship,8,23,38,53
ship02017051901013029,256,256,ship,117,242,162,256
ship02017051901013030,256,256,ship,1,243,35,256
ship02017051901014012,256,256,ship,236,72,256,94
ship02017051901014013,256,256,ship,107,63,153,94
ship02017051901014014,256,256,ship,1,64,23,88
ship02017051901014029,256,256,ship,116,113,163,141
ship02017051901014030,256,256,ship,1,114,35,140
ship02017051901014032,256,256,ship,183,148,230,185
ship02017051901014033,256,256,ship,56,147,102,187
ship02017051901015032,256,256,ship,183,20,229,56
ship02017051901015033,256,256,ship,54,20,100,56
ship02017051901018014,256,256,ship,169,238,205,256
ship02017051901018015,256,256,ship,43,239,78,256
ship02017051901018028,256,256,ship,134,119,171,151
ship02017051901018029,256,256,ship,6,120,43,150
ship02017051901019014,256,256,ship,160,110,206,143
ship02017051901019015,256,256,ship,32,110,78,143
ship02017051901019028,256,256,ship,135,1,168,22
ship02017051901019029,256,256,ship,7,1,39,20
ship02017051901020014,256,256,ship,162,1,191,11
ship02017051901020015,256,256,ship,34,1,63,12
ship0201705190102041,256,256,ship,222,108,256,129
ship0201705190102042,256,256,ship,94,106,166,129
ship0201705190102043,256,256,ship,1,106,37,127
ship02017051901021049,256,256,ship,187,134,242,184
ship02017051901021050,256,256,ship,60,134,115,186
ship02017051901022049,256,256,ship,188,8,241,58
ship02017051901022050,256,256,ship,60,6,114,57
ship02017051901023016,256,256,ship,232,142,256,165
ship02017051901023017,256,256,ship,103,137,141,164
ship0201705190102305,256,256,ship,133,152,182,195
ship0201705190102306,256,256,ship,5,151,53,197
ship02017051901024015,256,256,ship,151,175,205,214
ship02017051901024016,256,256,ship,24,175,76,214
ship02017051901024016,256,256,ship,233,15,256,36
ship02017051901024017,256,256,ship,105,11,141,36
ship02017051901024047,256,256,ship,194,120,238,176
ship02017051901024048,256,256,ship,67,120,110,177
ship0201705190102405,256,256,ship,134,24,180,67
ship02017051901024050,256,256,ship,224,183,255,208
ship0201705190102406,256,256,ship,5,25,53,67
ship02017051901025015,256,256,ship,153,47,204,83
ship02017051901025016,256,256,ship,25,49,75,83
ship02017051901025047,256,256,ship,196,1,236,35
ship02017051901025048,256,256,ship,68,1,108,35
ship02017051901025050,256,256,ship,226,56,253,79
ship02017051901027023,256,256,ship,206,236,249,256
ship02017051901027024,256,256,ship,80,237,122,256
ship02017051901027046,256,256,ship,195,123,235,168
ship02017051901027047,256,256,ship,67,122,108,169
ship02017051901028010,256,256,ship,92,157,140,188
ship02017051901028023,256,256,ship,207,108,248,127
ship02017051901028024,256,256,ship,80,109,122,129
ship02017051901028046,256,256,ship,196,1,236,39
ship02017051901028047,256,256,ship,68,1,105,39
ship0201705190102806,256,256,ship,236,153,256,177
ship0201705190102807,256,256,ship,107,143,153,178
ship0201705190102808,256,256,ship,1,142,25,170
ship0201705190102809,256,256,ship,221,160,256,188
ship02017051901029010,256,256,ship,93,29,140,60
ship02017051901029016,256,256,ship,126,188,172,213
ship02017051901029017,256,256,ship,1,190,42,215
ship02017051901029041,256,256,ship,129,239,163,256
ship02017051901029042,256,256,ship,1,239,36,256
ship02017051901029044,256,256,ship,116,191,153,219
ship02017051901029045,256,256,ship,1,191,25,215
ship0201705190102906,256,256,ship,236,25,256,48
ship0201705190102907,256,256,ship,107,15,153,50
ship0201705190102908,256,256,ship,1,15,27,41
ship0201705190102909,256,256,ship,221,33,255,61
ship02017051901030016,256,256,ship,128,62,171,86
ship02017051901030017,256,256,ship,1,62,43,85
ship02017051901030021,256,256,ship,204,191,241,217
ship02017051901030022,256,256,ship,75,190,113,216
ship02017051901030041,256,256,ship,107,109,166,148
ship02017051901030042,256,256,ship,1,110,37,141
ship02017051901030044,256,256,ship,115,63,155,89
ship02017051901030045,256,256,ship,1,63,26,87
ship02017051901030048,256,256,ship,165,201,209,256
ship02017051901030049,256,256,ship,37,201,78,256
ship0201705190103025,256,256,ship,229,220,256,246
ship0201705190103026,256,256,ship,103,207,157,256
ship0201705190103027,256,256,ship,1,206,29,237
ship0201705190103047,256,256,ship,188,112,233,171
ship0201705190103048,256,256,ship,62,111,107,170
ship02017051901031011,256,256,ship,179,192,217,231
ship02017051901031012,256,256,ship,48,193,89,232
ship02017051901031021,256,256,ship,203,63,240,85
ship02017051901031022,256,256,ship,75,64,113,87
ship02017051901031041,256,256,ship,108,1,149,19
ship02017051901031048,256,256,ship,165,72,208,149
ship02017051901031049,256,256,ship,34,71,79,149
ship02017051901032011,256,256,ship,177,65,218,101
ship02017051901032012,256,256,ship,50,64,91,101
ship02017051901033018,256,256,ship,136,191,181,217
ship02017051901033019,256,256,ship,8,191,54,218
ship02017051901034018,256,256,ship,136,64,182,88
ship02017051901034019,256,256,ship,8,66,55,90
ship02017051901037039,256,256,ship,228,178,256,207
ship02017051901037040,256,256,ship,99,167,154,210
ship02017051901037041,256,256,ship,1,167,26,196
ship02017051901038036,256,256,ship,109,149,153,194
ship02017051901038037,256,256,ship,1,149,27,184
ship02017051901038039,256,256,ship,228,52,256,79
ship02017051901038040,256,256,ship,99,40,155,82
ship02017051901038041,256,256,ship,1,40,25,68
ship02017051901038042,256,256,ship,178,176,211,201
ship02017051901038043,256,256,ship,51,174,84,201
ship02017051901039036,256,256,ship,111,21,154,64
ship02017051901039037,256,256,ship,1,22,25,56
ship02017051901039042,256,256,ship,178,48,210,71
ship02017051901039043,256,256,ship,50,48,84,73
ship02017051901040039,256,256,ship,127,148,158,187
ship02017051901040040,256,256,ship,1,149,32,188
ship0201705190104025,256,256,ship,229,92,256,117
ship0201705190104026,256,256,ship,102,79,157,132
ship0201705190104027,256,256,ship,1,79,30,108
ship0201705190104047,256,256,ship,190,1,228,40
ship0201705190104048,256,256,ship,62,1,103,42
ship02017051901041024,256,256,ship,143,188,192,229
ship02017051901041025,256,256,ship,16,188,62,229
ship02017051901041031,256,256,ship,217,166,256,201
ship02017051901041032,256,256,ship,88,157,144,201
ship02017051901041039,256,256,ship,127,21,156,58
ship02017051901041040,256,256,ship,1,19,28,59
ship02017051901041043,256,256,ship,108,157,155,194
ship02017051901041044,256,256,ship,1,158,27,185
ship02017051901042024,256,256,ship,144,60,192,102
ship02017051901042025,256,256,ship,15,60,64,101
ship02017051901042031,256,256,ship,216,35,256,73
ship02017051901042032,256,256,ship,88,29,144,73
ship02017051901042043,256,256,ship,108,30,156,64
ship02017051901042044,256,256,ship,1,31,27,58
ship02017051901043037,256,256,ship,113,174,155,214
ship02017051901043038,256,256,ship,1,173,27,208
ship02017051901043041,256,256,ship,128,188,175,227
ship02017051901043042,256,256,ship,1,188,48,230
ship02017051901044033,256,256,ship,115,146,152,172
ship02017051901044034,256,256,ship,1,146,25,168
ship02017051901044037,256,256,ship,113,46,154,83
ship02017051901044038,256,256,ship,1,46,26,80
ship02017051901044041,256,256,ship,129,61,176,98
ship02017051901044042,256,256,ship,1,60,48,98
ship02017051901045033,256,256,ship,117,19,153,43
ship02017051901045034,256,256,ship,1,18,25,40
ship02017051901046035,256,256,ship,208,202,256,241
ship02017051901046036,256,256,ship,80,200,128,241
